2017-04-07 11:53:03 -> 支付id：1,充值的游戏渠道：tmfyol_60168_308,支付ip地址：117.171.211.59,手机imei码：863904030111834;
2017-04-12 16:42:15 -> 支付id：1,充值的游戏渠道：jztl_60118_168,支付ip地址：112.17.244.186,手机imei码：864499033014761;
2017-04-12 16:42:25 -> 支付id：1,充值的游戏渠道：jztl_60118_168,支付ip地址：112.17.244.186,手机imei码：864499033014761;
2017-04-12 16:47:01 -> 支付id：1,充值的游戏渠道：jztl_60118_306,支付ip地址：60.180.120.65,手机imei码：864229038047015;
2017-04-12 17:02:08 -> 支付id：1,充值的游戏渠道：jztl_60118_330,支付ip地址：117.174.88.149,手机imei码：862534033388997;
2017-04-12 17:06:51 -> 支付id：1,充值的游戏渠道：jztl_60118_330,支付ip地址：117.136.0.155,手机imei码：861414039786828;
2017-04-12 17:11:25 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：123.169.246.111,手机imei码：860473031195371;
2017-04-12 17:15:37 -> 支付id：1,充值的游戏渠道：zt3d_60115_290,支付ip地址：58.243.137.93,手机imei码：862381039279790;
2017-04-12 17:23:50 -> 支付id：1,充值的游戏渠道：default,支付ip地址：183.13.179.146,手机imei码：133524878016483;
2017-04-12 17:32:44 -> 支付id：1,充值的游戏渠道：jztl_60118_257,支付ip地址：171.40.178.219,手机imei码：867125027687380;
2017-04-12 17:32:55 -> 支付id：1,充值的游戏渠道：jztl_60118_257,支付ip地址：171.40.178.219,手机imei码：867125027687380;
2017-04-12 17:35:59 -> 支付id：1,充值的游戏渠道：jztl_60118_257,支付ip地址：171.40.178.219,手机imei码：867125027687380;
2017-04-12 17:44:38 -> 支付id：1,充值的游戏渠道：jztl_60118_346,支付ip地址：110.210.75.138,手机imei码：862961039441134;
2017-04-12 17:48:14 -> 支付id：1,充值的游戏渠道：jztl_60118_257,支付ip地址：183.13.179.146,手机imei码：868064027327888;
2017-04-12 17:49:31 -> 支付id：1,充值的游戏渠道：jztl_60118_225,支付ip地址：117.91.96.51,手机imei码：868407024354019;
2017-04-12 17:58:10 -> 支付id：1,充值的游戏渠道：frxxc_60194_292,支付ip地址：171.210.20.51,手机imei码：A100005878469C;
2017-04-12 18:01:39 -> 支付id：1,充值的游戏渠道：jztl_60118_346,支付ip地址：110.210.75.138,手机imei码：862961039441134;
2017-04-12 18:14:33 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:14:33 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:14:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:14:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:15:02 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:15:03 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:15:07 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:15:08 -> 支付id：1,充值的游戏渠道：zlcs_60147_225,支付ip地址：27.204.68.69,手机imei码：861757036836735;
2017-04-12 18:21:46 -> 支付id：1,充值的游戏渠道：jztl_60118_346,支付ip地址：42.185.177.82,手机imei码：867828022633719;
2017-04-12 18:25:57 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：123.169.246.111,手机imei码：860473031195371;
2017-04-12 18:31:31 -> 支付id：1,充值的游戏渠道：jztl_60118_273,支付ip地址：223.104.30.37,手机imei码：862918034331546;
2017-04-12 18:31:32 -> 支付id：1,充值的游戏渠道：frxxc_60194_292,支付ip地址：223.96.156.17,手机imei码：864128030275162;
2017-04-12 18:31:33 -> 支付id：1,充值的游戏渠道：qyxxc_60174_292,支付ip地址：112.226.11.174,手机imei码：;
2017-04-12 18:31:55 -> 支付id：1,充值的游戏渠道：jztl_60118_225,支付ip地址：1.82.166.99,手机imei码：869643021874695;
2017-04-12 18:35:36 -> 支付id：1,充值的游戏渠道：jztl_60118_257,支付ip地址：113.57.182.186,手机imei码：867125027687380;
2017-04-12 18:52:56 -> 支付id：1,充值的游戏渠道：jztl_60118_346,支付ip地址：125.95.2.66,手机imei码：862607031924664;
2017-04-12 19:16:53 -> 支付id：1,充值的游戏渠道：jztl_60118_306,支付ip地址：118.212.212.117,手机imei码：863699031525632;
2017-04-12 19:26:48 -> 支付id：1,充值的游戏渠道：mhsw_60137_169,支付ip地址：220.200.46.144,手机imei码：868968027430163;
2017-04-12 19:32:48 -> 支付id：1,充值的游戏渠道：jztl_60118_305,支付ip地址：118.122.60.225,手机imei码：869801025184616;
2017-04-12 19:33:22 -> 支付id：1,充值的游戏渠道：jztl_60118_305,支付ip地址：183.13.179.146,手机imei码：352514010742124;
2017-04-12 19:33:33 -> 支付id：1,充值的游戏渠道：jztl_60118_292,支付ip地址：112.96.188.63,手机imei码：869806024944928;
2017-04-12 19:35:20 -> 支付id：1,充值的游戏渠道：jztl_60118_305,支付ip地址：118.122.60.225,手机imei码：869801025184616;
2017-04-12 19:53:03 -> 支付id：1,充值的游戏渠道：jztl_60118_305,支付ip地址：118.122.60.225,手机imei码：869801025184616;
2017-04-12 19:57:48 -> 支付id：1,充值的游戏渠道：jztl_60118_290,支付ip地址：113.109.130.147,手机imei码：862268033858994;
2017-04-12 20:40:55 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：119.84.228.7,手机imei码：864067038823377;
2017-04-12 20:48:44 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：119.84.228.7,手机imei码：864067038823377;
2017-04-12 20:53:05 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：119.84.228.7,手机imei码：864067038823377;
2017-04-12 20:54:00 -> 支付id：1,充值的游戏渠道：mhsw_60137_241,支付ip地址：144.0.25.121,手机imei码：A100004C47C48E;
2017-04-12 21:06:14 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：119.84.228.7,手机imei码：864067038823377;
2017-04-12 21:07:53 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:07:54 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:07:59 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:07:59 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:08:57 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：120.40.178.254,手机imei码：A1000050ABF41D;
2017-04-12 21:10:16 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:10:21 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:10:22 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:10:40 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.153.214,手机imei码：869394029541882;
2017-04-12 21:30:18 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：223.64.76.124,手机imei码：869800025135354;
2017-04-12 21:36:38 -> 支付id：1,充值的游戏渠道：frxxc_60194_292,支付ip地址：125.68.115.50,手机imei码：A100005878469C;
2017-04-12 21:39:16 -> 支付id：1,充值的游戏渠道：frxxc_60194_292,支付ip地址：125.68.115.50,手机imei码：A100005878469C;
2017-04-12 21:40:08 -> 支付id：1,充值的游戏渠道：frxxc_60194_292,支付ip地址：125.68.115.50,手机imei码：A100005878469C;
2017-04-12 21:49:50 -> 支付id：1,充值的游戏渠道：qyxxc_60174_169,支付ip地址：36.149.91.72,手机imei码：865737029138840;
2017-04-12 21:55:11 -> 支付id：1,充值的游戏渠道：qyxxc_60174_169,支付ip地址：36.149.91.72,手机imei码：865737029138840;
2017-04-12 21:59:03 -> 支付id：1,充值的游戏渠道：mhsw_60137_308,支付ip地址：182.246.158.212,手机imei码：A0000061474193;
2017-04-12 22:10:50 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：14.204.0.87,手机imei码：863055039967815;
2017-04-12 22:17:15 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：14.204.0.87,手机imei码：863055039967815;
2017-04-12 22:23:13 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：36.149.216.70,手机imei码：868897025983511;
2017-04-12 22:23:23 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：36.149.216.70,手机imei码：868897025983511;
2017-04-12 22:28:24 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：117.136.46.221,手机imei码：863670034915393;
2017-04-12 22:29:53 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：182.141.227.213,手机imei码：99000554053884;
2017-04-12 22:34:13 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：182.141.227.213,手机imei码：99000554053884;
2017-04-12 22:44:20 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：117.136.46.221,手机imei码：863670034915393;
2017-04-12 22:44:47 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：110.90.34.51,手机imei码：869611020798066;
2017-04-12 22:44:47 -> 支付id：1,充值的游戏渠道：szol_60153_169,支付ip地址：110.90.34.51,手机imei码：869611020798066;
2017-04-12 22:54:33 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：182.141.227.213,手机imei码：99000554053884;
2017-04-12 23:04:42 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：116.52.175.19,手机imei码：862142033684199;
2017-04-12 23:14:50 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：116.52.175.19,手机imei码：862142033684199;
2017-04-12 23:26:24 -> 支付id：1,充值的游戏渠道：tmfyol_60168_169,支付ip地址：112.97.193.186,手机imei码：866859022136735;
2017-04-12 23:26:54 -> 支付id：1,充值的游戏渠道：tmfyol_60168_169,支付ip地址：112.97.193.186,手机imei码：866859022136735;
2017-04-12 23:27:13 -> 支付id：1,充值的游戏渠道：tmfyol_60168_169,支付ip地址：112.97.193.186,手机imei码：866859022136735;
2017-04-12 23:27:30 -> 支付id：1,充值的游戏渠道：tmfyol_60168_169,支付ip地址：112.97.193.186,手机imei码：866859022136735;
2017-04-12 23:28:51 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：112.224.1.93,手机imei码：862142038965734;
2017-04-12 23:58:28 -> 支付id：1,充值的游戏渠道：yhqj_60178_225,支付ip地址：59.42.40.236,手机imei码：868912023858696;
2017-04-13 00:36:37 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：27.155.38.127,手机imei码：862609037439457;
2017-04-13 00:36:56 -> 支付id：1,充值的游戏渠道：qyxxc_60174_269,支付ip地址：58.243.250.36,手机imei码：861735032829912;
2017-04-13 00:50:13 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：221.192.178.84,手机imei码：863905037980998;
2017-04-13 00:55:00 -> 支付id：1,充值的游戏渠道：jztl_60118_273,支付ip地址：124.88.171.169,手机imei码：862918034331546;
2017-04-13 00:59:37 -> 支付id：1,充值的游戏渠道：yhqj_60178_225,支付ip地址：183.36.83.17,手机imei码：868912023858696;
2017-04-13 01:07:15 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：221.192.178.84,手机imei码：863905037980998;
2017-04-13 01:07:59 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：221.192.178.84,手机imei码：863905037980998;
2017-04-13 01:53:30 -> 支付id：1,充值的游戏渠道：jztl_60118_168,支付ip地址：218.20.32.103,手机imei码：860441038289331;
2017-04-13 02:04:44 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.223,手机imei码：862813038901693;
2017-04-13 02:04:44 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.223,手机imei码：862813038901693;
2017-04-13 02:04:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：61.158.148.110,手机imei码：99000564249973;
2017-04-13 02:04:47 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：61.158.148.110,手机imei码：99000564249973;
2017-04-13 02:04:48 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.223,手机imei码：862813038901693;
2017-04-13 02:04:55 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：61.158.148.110,手机imei码：99000564249973;
2017-04-13 02:04:56 -> 支付id：1,充值的游戏渠道：szol_60153_290,支付ip地址：117.75.19.223,手机imei码：862813038901693;
2017-04-13 02:05:08 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：61.158.148.110,手机imei码：99000564249973;
2017-04-13 02:31:53 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：14.30.71.185,手机imei码：863895030198872;
2017-04-13 02:34:21 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：14.30.71.185,手机imei码：863895030198872;
2017-04-13 04:08:42 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：106.61.60.150,手机imei码：862142033684199;
2017-04-13 04:32:40 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：106.61.60.150,手机imei码：862142033684199;
2017-04-13 05:55:50 -> 支付id：1,充值的游戏渠道：yhqj_60178_304,支付ip地址：117.139.205.206,手机imei码：861077036589295;
2017-04-13 06:37:08 -> 支付id：1,充值的游戏渠道：bzgl_60158_246,支付ip地址：112.5.236.35,手机imei码：862966031279333;
2017-04-13 06:43:43 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：27.158.28.188,手机imei码：99000835496359;
2017-04-13 06:43:43 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：27.158.28.188,手机imei码：99000835496359;
2017-04-13 07:27:31 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.155.213,手机imei码：869394029541882;
2017-04-13 07:27:32 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.155.213,手机imei码：869394029541882;
2017-04-13 07:27:45 -> 支付id：1,充值的游戏渠道：zlcs_60147_168,支付ip地址：43.242.155.213,手机imei码：869394029541882;
2017-04-13 07:49:00 -> 支付id：1,充值的游戏渠道：tmfyol_60168_269,支付ip地址：113.57.183.190,手机imei码：868721024017339;
2017-04-13 08:24:52 -> 支付id：1,充值的游戏渠道：jztl_60118_169,支付ip地址：112.17.243.69,手机imei码：867921027241271;
2017-04-13 08:28:54 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：223.86.183.17,手机imei码：862728038847755;
2017-04-13 08:55:22 -> 支付id：1,充值的游戏渠道：jztl_60118_273,支付ip地址：124.88.171.169,手机imei码：862918034331546;
2017-04-13 08:58:56 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：117.136.66.144,手机imei码：862820033896810;
2017-04-13 08:58:56 -> 支付id：1,充值的游戏渠道：szol_60153_283,支付ip地址：117.136.66.144,手机imei码：862820033896810;
2017-04-13 09:25:39 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：113.93.35.18,手机imei码：868588023233054;
2017-04-13 09:47:37 -> 支付id：1,充值的游戏渠道：jztl_60118_304,支付ip地址：223.73.222.119,手机imei码：866950028197662;
2017-04-13 10:31:50 -> 支付id：1,充值的游戏渠道：default,支付ip地址：115.53.163.123,手机imei码：863808030920575;
2017-04-13 10:31:50 -> 支付id：1,充值的游戏渠道：default,支付ip地址：115.53.163.123,手机imei码：863808030920575;
2017-04-13 10:32:04 -> 支付id：1,充值的游戏渠道：default,支付ip地址：115.53.163.123,手机imei码：863808030920575;
2017-04-13 10:32:22 -> 支付id：1,充值的游戏渠道：default,支付ip地址：115.53.163.123,手机imei码：863808030920575;
2017-04-13 10:34:11 -> 支付id：1,充值的游戏渠道：tmfyol_60168_168,支付ip地址：221.7.41.194,手机imei码：862258038251071;
2017-04-13 10:43:05 -> 支付id：1,充值的游戏渠道：yhqj_60178_169,支付ip地址：180.98.75.138,手机imei码：869410022279039;
2017-04-13 10:45:46 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：113.85.228.159,手机imei码：862743030237020;
2017-04-13 10:45:51 -> 支付id：1,充值的游戏渠道：qyxxc_60174_168,支付ip地址：113.85.228.159,手机imei码：862743030237020;
